trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
245,False,"{'a': 0.6, 'e': 1.665972511453561e-05}",20,12,13.131340753647631,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.6, 'e': 1.6524555489457333e-05}",30,0,43.45336080755486,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.6, 'e': 1.6391024275106952e-05}",20,12,16.489685272413137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.6, 'e': 1.625910509885536e-05}",30,12,28.976555282953473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 1.6128772116578765e-05}",20,10,18.16655983086226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 1.6e-05}",30,20,14.319898877631227,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 1.5872763924382153e-05}",20,14,13.272080476422929,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 1.5747039556563368e-05}",25,12,21.694653600320137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.6, 'e': 1.5622803043322032e-05}",25,5,33.308122255921674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.6, 'e': 1.5500031000062e-05}",25,11,23.909297695983625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.6, 'e': 1.5378700499807768e-05}",20,14,11.365169176862604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 1.52587890625e-05}",20,3,26.95482095066929,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 1.5140274644582053e-05}",20,5,21.572479288565937,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 1.5023135628868457e-05}",20,12,15.743772642934228,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 1.4907350814686721e-05}",20,7,24.67902310561525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 1.4792899408284024e-05}",20,11,18.118769718874457,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.6, 'e': 1.46797610134907e-05}",20,8,26.030561545534734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.6, 'e': 1.4567915622632714e-05}",30,15,28.929180906719967,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 1.4457343607685523e-05}",20,16,7.9928235164626456,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 1.4348025711662075e-05}",25,14,22.013683028326298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.6, 'e': 1.423994304022784e-05}",20,3,25.197913076621916,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.6, 'e': 1.4133077053536096e-05}",20,11,15.799347117116984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.6, 'e': 1.4027409558276873e-05}",25,16,16.399440015680582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 1.392292269993317e-05}",25,17,13.594646225298812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 1.3819598955238318e-05}",30,13,34.827800535668395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
